Geneid,"RNA STAR on dataset 4, 5, and others: mapped.bam"
CG9068,0
CG30324,2
CG30099,3
JhI-26,207
CG30100,0
CG42372,278
CG7747,30
Atg9,187
Nox,7
CG8060,53
CG30096,18
CG4282,18
Vha44,1975
Hmgs,437
CG7997,168
Nup62,34
wcd,15
CG15710,0
CG30098,8
CG6262,0
CG15711,0
CG43187,0
Sema2b,1105
Menl-1,1
Menl-2,0
jtb,84
CG7848,0
CG4409,429
Parp16,8
CheB53a,14
CheB53b,0
CG15712,2
CG33458,4
CG33459,0
S-Lap8,0
knon,0
Sema2a,541
loopin-1,1
Syn2,1060
DAT,485
CG4945,65
RpS15,4198
CG4927,37
Lst,1292
Cdk4,196
RpLP2,11771
CG8311,111
CG8306,251
CG8303,525
CG5089,0
CG5065,1345
Alk,731
gprs,920
Amyrel,0
Nach,2
Picot,500
CG34457,1
CG34458,0
CG30463,703
Idgf6,897
Sfp53D,0
CG15617,30
Acp53C14a,2
Acp53C14b,1
Acp53Ea,2
Acp53C14c,3
unc-104,7502
CG34189,0
CG5267,0
CG42392,423
CG5348,8
Sod2,666
Arp53D,0
Vkor,6
resilin,43
CG5522,170
CG15919,2
CG15615,1
CG5550,0
CG34459,4
CG34460,0
Ugt37c1,0
IntS8,13
Fen1,16
Dek,847
Psi,440
eEF1beta,1640
CG6426,682
CG6421,22
CG6429,793
CG6435,403
CG8910,155
CG6472,271
inaC,1271
Pkc53E,1900
CG43788,6
CG43789,2
CG15614,0
CG34190,9
Vha16-4,0
mute,27
Ufm1,111
PIG-V,25
CG6665,141
CG9010,0
Cbp53E,6084
ste24c,1
CG30461,0
ste24b,3
ste24a,118
AsnRS-m,9
NiPp1,48
CG6805,523
Ehbp1,600
CG8963,467
Dark,1008
RhoGEF2,264
CG43328,0
CG43327,3
CG43371,0
SmydA-7,102
SmydA-6,0
CG9646,468
fat-spondin,430
tef,8
CG8950,14
CG6967,2
CG30460,123
Sply,118
CG6984,46
GstS1,1849
CG30456,172
CG15611,96
Amy-p,76
Spn53F,0
Amy-d,51
CG15605,0
Cda9,1
Acp54A1,4
CG11400,786
Gbp1,273
Gbp2,444
CG43103,310
CG43107,85
CG17290,5
CG17287,0
CG30458,0
CG30457,0
CG10953,0
CG44388,0
CG10950,0
CG43237,48
mbl,2253
CG18469,0
CG12699,0
CG43272,0
CG43108,0
CG10939,210
CG6568,41
CG30101,149
Prosalpha5,939
cnk,169
l(2)k01209,57
CG6550,29
Mtap,675
Bap55,69
Lhr,8
EDTP,117
CG18467,228
mthl4,7
mthl3,11
CG10764,1
robls54B,0
robl,488
CG14478,137
Tes,80
qkr54B,1081
insb,0
CG43110,30
veil,29
NT5E-2,42
CG30103,0
nw,11
CG34193,0
CG4847,1029
CG4853,197
APC10,49
CG4866,65
Patronin,889
eIF3b,934
Cc2d2a,3
CG34194,3
cyp33,33
RpL18A,3594
MESR4,106
Klp54D,4
CG43324,1010
CG14480,97
Ns2,136
POSH,56
UQCR-6.4,2306
CG42239,78
Rab4,919
Dcr-2,136
CG6484,11
CG14483,619
RhoGAP54D,1
icln,30
CG30105,8
Smurf,156
ND-51L1,5
CG43920,80
CG42649,3
CG10936,239
CG44403,51
rhi,13
Oxp,9
CCHa1-R,25
eIF3c,1384
CG30108,24
CG30109,167
P32,315
Sema1b,1311
HPS4,706
CG42561,46
CG42562,12
swi2,7
rdgBbeta,165
CG6424,0
CG46315,4435
CG10934,29
Dlish,58
Snx16,133
CG4975,442
CG4984,0
CG34195,18
CG6406,446
PIG-A,32
Vps50,321
Ir54a,2
sub,1
CG10931,1
CG5002,66
Sardh,9
HLH54F,3
CG5009,671
OstDelta,100
CG14488,0
CG18635,0
CG6362,1
CG33981,1501
fab1,0
aft,20
Ubc10,567
CG5033,24
Dhit,517
grh,699
olf186-F,408
olf186-M,285
CG30323,1
CG14490,2
thr,4
Mapmodulin,490
Elk,311
CG30325,0
CG30110,0
PPO1,34
CG14492,0
CG14491,0
PpY-55A,0
dpr13,577
CG5084,0
CG10910,0
CG5773,201
CG5770,0
CG5767,0
CG34005,0
CG14495,81
Muc55B,0
CG10911,0
CG10912,1
CG34386,1
CG5757,16
CG5098,37
CG5756,0
CG34196,16
stau,390
Spn55B,71
Dlip3,83
Hsf,454
Pcl,81
pAbp,38945
EMRE,390
CG5742,286
adp,78
lolal,162
CG10914,0
CG10915,408
Nup75,15
CG42518,0
MED9,560
Dgp-1,387
CG10916,213
CG5726,145
nopo,10
CG5721,218
CG33958,27
CG14499,0
CG14500,0
CG30114,0
fj,93
Ote,14
pen-2,171
sbb,363
CG14502,3
CG18536,2
CG18537,0
CG18538,0
CG18539,0
CG18540,1
CG14505,8
Tango8,1
CG43202,89
IM23,279
IM1,11910
CG18107,743
CG15067,880
IM2,11845
IM3,9937
CG16836,324
CG15065,1435
CG15068,2141
Idgf5,30
GstE10,1
GstE1,484
GstE2,178
GstE3,665
GstE4,98
GstE5,18
GstE6,178
GstE7,110
GstE8,10
GstE9,675
imd,285
Dp1,2446
CG5174,1951
PIG-O,49
Ttd14,696
slim,753
CG5189,425
CG30120,0
Prp19,56
rswl,4
CG17669,12
CG30116,430
GstE11,70
CG43066,393
CG10924,103
CG45087,17119
Pepck,0
Rgk2,390
GEFmeso,576
CG42697,21
CG10927,11
mRpS28,13
CG5323,182
CG5327,7
CG5493,393
Atg7,41
CG5335,20
Sec6,35
Eip55E,170
CG5482,864
CG30122,265
CheA56a,0
SP2637,940
CG42306,3074
Gint3,0
CG33136,3
edl,144
CG44435,0
CG44434,2
CG44433,0
CG42855,103
Sik3,219
CG15071,3
CG15073,17
Vps51,43
Hs3st-A,2020
List,509
CG33998,14
CG18609,1
CG17821,0
Cyp12b2,56
Jabba,389
Mctp,318
CG15093,392
CG15080,64
MFS15,183
MFS14,381
CG15096,906
Phb2,883
CG15097,340
CG15082,7
CG15098,4249
CG15083,132
CG15099,403
MetRS,131
CG15084,15
CG18190,0
Jheh1,70
Jheh2,279
Jheh3,2
CG43069,1
CG43070,0
CG43071,52
DptA,1834
DptB,1458
CG43109,10
sano,351
Vha100-3,0
prod,233
CG15107,65
Topors,53
CG18605,0
tn,2338
5-HT1B,154
CG43351,502
CG15115,1
CG15116,0
CG15109,1
5-HT1A,488
Ir56a,2
CG15117,92
botv,106
CG15118,629
CG15111,451
ena,961
CG10737,569
hppy,635
CG7137,21
cora,369
wbl,24
CG33454,0
CG33453,0
tbrd-2,0
rib,3
CG11906,62
CG10476,0
CG10474,0
CG18606,0
CG18607,0
FK506-bp2,1725
mip40,86
Tab2,318
CG7461,863
EndoB,914
Rgk1,512
CG34045,0
fest,5
CG11961,64
CG10051,0
CG9416,80
CG10062,62
CG10073,0
CG10081,0
CG11257,12
SdhA,3310
cer,633
hts,1075
CalpA,501
Fak,213
Spt5,118
RpL11,5894
Arl6,7
EloC,483
betaTub56D,2355
CG7744,26
mei-W68,17
par-1,5563
TBCB,143
Oseg6,9
Rep,30
hpo,380
CG15120,13
CG16926,176
CG11007,164
Ir56b,3
Ir56c,0
Ir56d,3
sm,4386
CG43111,0
CG42878,0
CG16716,2
CG42753,0
CG18367,97
CG43277,13
CG15124,0
CG15905,1
CG15125,0
CG11018,0
hrg,694
isopeptidase-T-3,111
CG15127,0
CG34198,6
CG15128,0
CG15126,0
Obp56a,288
Obp56b,2
Obp56c,5
Obp56d,4412
Obp56e,4133
Obp56f,30
CG8517,0
Or56a,1
Obp56g,541
Obp56h,101
Toll-7,621
CG44569,0
Obp56i,0
CG13872,0
CG42690,0
CG43195,0
CG42691,0
CG30447,0
CG10822,0
CG44622,0
CG44623,0
CG8654,411
CG16898,5
18w,691
CG11041,21
CG16894,0
CG11044,32
CG44624,0
CG44625,2
CG11099,856
CG13869,1
Efhc1.2,0
CG11208,137
ppk6,0
CG9864,15
Ate1,109
Hsl,344
PCNA,20
plu,0
RpS18,7430
CG8908,10
CG10444,965
CG11788,9
CG9143,56
Mpcp1,1446
CG16868,41
CG34199,14
Cpr56F,37
CkIIbeta2,0
CG11200,122
CG13868,4297
CG13871,0
tapas,171
MED8,50
CG8929,151
CG16739,0
CG13870,0
CG16741,1
CG11192,0
CG12484,294
Obp57c,1294
Obp57b,954
Obp57a,188
CG13426,0
GNBP-like3,212
CG30151,93
CG30154,213
CG18067,3180
CG13423,0
CG13427,0
CG13428,23
CG30148,96
Obp57e,0
Obp57d,0
Cpr57A,73
CG13430,0
CG18065,328
lms,2
Mgat1,129
CG43308,1
qsm,1382
Nnf1a,14
HnRNP-K,856
Hil,601
CG9945,215
CG11180,69
FAM21,13
Rcd6,103
rig,56
CG13436,5
maf-S,472
CG11110,131
CG33786,0
CG33785,201
DMAP1,13
Lrt,46
CG16799,63
CG11159,31
CG13437,18
Fem-1,1547
exu,6
galla-1,233
Gr57a,0
CG13438,0
dpr1,506
CG13442,0
CG34201,0
CG34202,0
CG13443,0
CG43709,0
CG43710,0
CG43711,0
CG43666,0
CG43667,0
CG43677,0
CG43668,0
CG15225,0
insc,134
sktl,163
CG17999,0
CG9993,0
CG15227,0
IM4,2393
IM14,4007
Ipk1,8
Cib2,5
otp,73
CG9235,0
Rx,11
Act57B,20175
CG33704,1
hbn,41
CG15649,1
CG34115,3
CG9344,123
CG15650,0
CG9313,3
CG15651,129
CG3216,0
dgt3,5
Prosalpha3,1116
CG10543,257
CG30291,57
grau,73
CG9346,17
CG3295,589
RIC-3,1950
ND-B14.7,1683
shg,600
cpa,752
CG15653,20
mRpL54,149
Cht8,0
Cht12,0
Cht4,0
Cht9,0
CG10527,1679
Treh,3323
Rbpn-5,176
CG34396,138
CG4038,18
ktub,96
CG9394,910
CG4050,187
mago,243
Magi,62
CG9406,0
Xbp1,5004
Hmg-2,55
CG15657,2
CG30389,408
CG4266,535
hng1,24
LSm1,90
Xpd,59
Pu,17671
CG4286,0
tud,1095
Lapsyn,130
Glycogenin,72
CG44245,177
CG4302,193
CG15661,88
ASPP,248
Rgk3,260
CG30391,0
CG30393,1
CG34203,3
MFS16,447
CG10505,3
CG30392,362
Sgf29,26
RpL29,5055
CG9752,4
CG42672,298
Panx,21
CG9485,931
CG33655,29
CG30394,21
dom,350
CG15666,14
CG9822,0
CG17974,53
cv-2,226
CG10795,34
eEFSec,1
Acox57D-p,82
Acox57D-d,20
Sdc,2598
Sara,309
Fkbp14,294
TAF1C-like,21
MESK2,4512
CG10494,27
CG30288,0
CG30289,1
Egfr,570
CG30286,4
CG30287,3
CG33226,0
CG30283,1
twz,348
CG30222,1
CG33225,0
CG10433,919
CG15673,48
CG18870,221
clt,12
PTP-ER,223
mahj,124
CG15674,5
CG10321,297
CG10082,1377
CG30284,0
ND-B12,912
Rae1,78
pirk,301
CG42362,397
CG42363,0
CG42364,0
CG42365,89
CG42381,322
PIG-M,0
CG42380,0
CG42379,0
NC2alpha,35
CG15676,0
stum,16
eIF3k,637
Tbp,40
CG30285,286
CG10307,25
Tim10,0
CG42497,643
Ppcdc,0
CG42496,179
CngB,81
HmgZ,1773
HmgD,646
CG30403,12
Tango11,926
CG30398,0
LBR,7
Grx1t,0
CG43982,0
CG30395,1
CG4021,0
lox2,58
CG34204,0
CG18735,0
CG4386,1
CG13492,0
CG34040,0
CG4363,0
CG4377,2
CG4372,0
CG9294,0
comr,0
Fili,162
PpN58A,0
CG43742,0
CG13488,2
CG13494,0
ppk9,0
CG34029,0
CG9304,608
Gr58c,0
Gr58b,0
Gr58a,0
dany,0
CG34370,309
CG9308,0
PpD5,0
CG13500,0
CG13501,0
Snp,610
CG44249,18
CG11475,29
CG11474,358
CG2921,76
GlcT-1,458
Synj,338
CG13502,1
CG43393,3
CG44163,6
CG11073,386
CG6613,134
Vrp1,694
CG30280,15
CG30281,37
mei-S332,34
GM130,124
NtR,96
CG34205,4
a,85
CG11269,1
gom,8
CG34206,3
CG3045,9
CG6758,109
CG11170,7
CG11275,176
MED16,5
Vps35,564
Swim,3129
CG3292,0
Alp2,0
CG3264,0
CG11291,0
ari-2,399
CG30278,0
Oatp58Da,0
Oatp58Db,0
Oatp58Dc,129
dve,54
CG5819,25
wdp,180
Gp150,7435
CG34207,4
T3dh,133
pgc,0
CG34208,105
Liprin-gamma,216
CG11298,0
Rtf1,342
wrapper,23
CG13506,685
babos,633
CG6044,1604
VepD,51
qkr58E-3,265
Mes4,69
qkr58E-1,81
qkr58E-2,491
mRpS29,80
rad50,1
CG10344,30
ppk12,0
CG10384,125
CG45062,0
CG45063,0
CG4752,77
CG4554,5
CG4610,32
px,376
gas,11
CG11362,0
dnr1,660
CG3927,2
CG4269,318
CG4294,99
RpS16,4014
Vps20,285
CG4329,3
CG33143,281
CG17807,8
Cdk9,49
bonsai,47
CG3732,158
RpS24,3703
Ugt58Fa,31
CG2852,3414
CG30195,16
CG34446,77
CG34445,64
CG3746,52
nsr,2
Cyp6d2,2
CG30196,6
CG43325,37
CG43326,0
CG13510,31
CG13511,0
CG42565,0
CG42566,3
CG4250,968
CG42867,37
CG30269,0
CG30273,212
CG13516,111
RYBP,111
Ppa,605
robo1,330
CG30259,1
Obp59a,127
Obp58b,1
Obp58c,1
Obp58d,0
CG30275,0
CG30268,0
jbug,513
CG42260,666
CG13526,0
CG13527,0
CG30270,0
blw,12015
CycB,4
stl,11
CG30271,44
CG42284,0
CG30274,80
MFS1,0
CG30265,0
CG12490,0
CG9825,0
CG9826,0
CG3649,1
CG13531,54
RpL23,4153
inaD,1177
fd59A,141
CG13532,59
PIP5K59B,83
EMC8-9,315
YME1L,144
asrij,76
Gmer,17
MED23,15
CG3700,108
nahoda,899
CG30187,10
Nup214,28
Reep1,3025
CG3788,4
CNBP,1222
CG9849,174
CG3831,10
CG42694,3
CG32834,0
CG32833,0
twi,1
CG9897,0
CG9896,585
CG42741,50
CG44252,28
CG44253,0
DCTN3-p24,307
CG9890,38
PPO3,1
l(2)k09913,1912
Fib,81
CG3085,0
Art7,27
CG43659,0
Gr59a,0
Gr59b,0
CG9877,3
CG13538,0
CG9876,13
RpL37b,0
CG42703,0
Gr59c,0
Gr59d,0
Klp59C,0
CG3215,0
CG30192,0
CG13544,0
Klp59D,0
CG43207,0
CG9899,0
CG13545,9
CG34371,350
CG13539,0
LS2,0
CG3092,0
yip3,0
RpL22-like,0
CG12782,0
CG13540,0
ord,0
CG3124,0
CG13541,0
Prosbeta5R1,0
HP1Lcsd,0
CG30412,0
CG30416,0
CG9861,0
tbrd-3,0
CG30413,0
CG3502,6
CG9863,0
CG34210,0
Rpi,309
CG3500,82
CG9875,0
CG34423,29
CG34424,396
vir,51
Ice1,3
Golgin245,356
CG13551,1540
yellow-d,108
yellow-d2,116
CG30414,8
roh,5355
eIF2Bdelta,63
CG3530,410
CG3520,10
CG9812,4141
CG30411,24
CG9815,21
Or59a,0
CG43795,484
SkpF,0
Or59b,8
Or59c,1
CG13557,0
CG13558,1
CG13559,21
CG3906,0
RabX1,136
mi,113
bw,222
ppk3,0
Gr59e,0
Gr59f,0
AIMP3,225
wmd,810
levy,4956
pita,37
Dcp-1,21
Rrp4,33
ItgaPS5,0
Pi3K59F,103
CG30184,0
apt,63
CG42559,1
CG42560,0
IM18,0
CG10332,267
CG43209,0
Eglp1,0
Eglp2,24
Eglp3,0
Eglp4,1831
retn,354
Pde8,227
St1,86
St3,280
l(2)efl,489
Pal2,2404
CG30183,28
angel,36
mRpL43,76
sigmar,902
l(2)dtl,15
l(2)not,27
l(2)tid,383
Sesn,1635
CG18128,0
egl,343
CG13560,1
CG34105,0
CG12491,0
CG11300,3
CG5532,375
sona,275
CG15800,0
CG30177,0
CG13561,0
CG5539,0
Ssrp,52
CG5543,36
Nxt1,298
CG4797,278
CG5549,1348
CG4763,0
shu,7
Snap29,335
CG5554,498
ytr,64
eIF6,121
gbb,121
bgcn,1
Pym,90
TBPH,537
CG4585,190
CG5569,20
Thiolase,707
ken,188
TM4SF,4366
CG4882,99
PHDP,2
CG5597,284
DCP1,147
DNA-ligI,7
Upf3,9
CG17658,0
CG5339,110
Lpt,27
CG13562,13
Nap1,997
kcc,899
SERCA,4319
CG2812,24
CG3735,37
Taldo,1811
Galphas,298
Orcokinin,177
CG2970,106
fzr2,0
CG3803,34
thoc5,37
CG16787,52
alpha-Catr,135
CG13566,1
Fmo-1,72
Alas,207
CG34213,20
or,205
CG10904,76
CG3065,54
mr,49
PPP1R15,496
Sox14,37
Phm,625
CG30178,0
Pask,111
CG3860,490
Unc-89,143
CG4324,5
CG3121,0
CG3907,594
CG11388,29
Adk2,895
EbpIII,23473
HSPC300,157
CG3163,33
CG30172,338
Chi,65
MAN1,32
Not11,26
IntS1,66
tsr,2278
gammaSnap1,551
sei,80
ppk29,7
CG13563,14
eEF5,9805
RpL12,2714
RpL39,5890
Rap2l,70
yki,51
CG3209,215
Mlp60A,3471
CG10339,8
CG13564,0
CG16786,47
snama,65
gek,104
enok,7
CG4049,69
CG3253,8
CG3257,1444
CG43775,1
CG43777,0
CG43776,0
tamo,171
Zfrp8,31
Naa35,45
Dat,1363
DnaJ-60,139
CG42568,0
spag,12
CG3328,160
mRpS17,202
Nop60B,838
ocm,10
cN-IIIB,67
CG3356,303
CG11406,17
CG30419,158
nord,52
Ir60a,1
CG13575,5
CG3376,251
CG13577,0
nvy,262
CG3394,63
betaTub60D,68
slbo,1
bs,85
CG44812,0
CG13578,23
mAChR-A,581
Slik,763
Rpn8,959
SerT,251
CG45069,0
PIG-Z,103
prom,123
CG42383,6
CG15873,0
Pgam5-2,0
CG3483,0
CG4563,0
CG13579,32
CG3492,2
CG3494,0
CG16837,1
CG13589,0
CG13590,0
Crtp,0
Ssl,0
Prosalpha4T2,1
CG13581,0
Letm1,625
Ir60b,2
Ir60d,0
CG4612,1421
Brca2,39
Ir60e,0
CG13585,1247
CG4622,37
CG11413,1233
ITP,1026
Nurf-38,1353
CG11414,157
uri,12
Fcp1,131
CG3511,10
Start1,342
SIFa,392
CG4681,0
pio,2666
CG13587,0
ATPsynF,5819
CG3548,390
CG3565,0
CG3570,24
CG4707,19
CG42360,77
CG42361,593
CG4741,3
Adck,18
CG13594,230
Cyp9c1,11
CG3640,0
CG4781,0
CG3663,57
Cpr60D,30
CG30161,0
ND-19,530
CG34214,1
CG4806,28
CG33228,7
Pof,42
Mmp1,3384
ST6Gal,32
Mid1,376
Usp15-31,397
spz6,8
CG3880,5
CG12848,37
CG3894,226
GstE12,1609
Eps-15,136
egg,19
Lcp9,0
CG3594,26
TyrRS-m,26
CG3589,34
key,173
Reg-5,351
ETH,4
Orc4,13
CG12849,0
CG3611,0
CG42851,0
Dll,179
CG3650,0
Atf-2,29
CG16896,24
CG30423,894
CG44247,616
NKAIN,1388
Ance-5,107
NaCP60E,3018
Tpc2,9
CG9083,3
RpL41,35507
pain,257
CG30427,370
CG3760,404
CG2811,159
Tina-1,534
CG15861,9
CG3770,26
CG2790,63
CG12851,324
CG2765,2467
CG30424,31
RpL19,4655
CG3776,74
Phk-3,327
CG2736,209
emp,799
CG3829,282
zip,320
uzip,1891
Nplp1,1226
gsb-n,6
gsb,0
gol,3459
lov,13
CG30430,0
CG43106,0
CG34038,6
Sfp60F,0
EbpII,0
Ebp,0
CG9380,1
Kr,16
CG30429,0
CG33680,0
CG30428,82
CG17636,0
RhoGAP1A,406
tyn,38
CG17707,198
CG3038,55
G9a,349
CG42376,221
cin,138
CG13377,219
CG13376,1
ewg,1489
CG3777,176
CG13375,880
CG12470,2
Or1a,1
CG32816,77
CG43181,0
CG43182,0
y,11
ac,0
sc,0
l(1)sc,0
Pgcl,0
ase,0
Cyp4g1,22
ebo,278
CG13373,18
CG32817,5
CG3176,25
CG18273,31
CG3156,55
CG17896,1454
CG17778,533
svr,1919
elav,1799
arg,61
CG4293,34
Appl,3171
vnd,0
CG13366,259
CG13365,288
Vsp37A,424
CG13369,90
CG13364,980
CG17829,66
RpL36,5975
l(1)1Bi,28
Dredd,297
su(sable),209
CG13367,52
Roc1a,1750
Hmt4-20,451
SkpA,2055
sdk,681
CG13362,0
CG5254,513
CG13361,0
CG5273,376
RpL22,5178
fz3,33
tw,35
CG13360,382
CG16989,158
Rbf,64
CG13359,2
CG13358,2
Sec22,379
CG43867,94
CG14635,0
CG3713,756
CG14634,0
CG11664,0
CG11663,0
CG3711,806
MED22,97
CG3708,0
CG3706,0
CG32815,652
TRAM,508
CG3704,70
mus81,32
CG3703,146
CG3699,154
CG3690,1
CG18823,0
TfIIA-S-2,0
CG14631,0
su(w[a]),164
CG11638,284
CG32814,6
CG3021,50
CDC45L,35
CG33082,292
CG14630,0
CG42259,206
CG14629,630
CG3655,983
CG14628,0
eIF4E7,1
CG11378,406
CG11384,0
CG11379,0
CG14627,0
CG14626,0
CG11380,34
CG14625,4
CG11381,1
CG14624,1
CG11382,0
CG11398,55
CG3638,822
CG11403,3
Atf3,256
CG32812,7
DAAM,1087
CG32811,2
fs(1)N,0
CG11409,9
Naa30A,521
MTPAP,59
Tsp2A,3
CG12773,420
CG11417,15
png,1
CG14770,447
ssx,942
AMPKalpha,1611
CG3719,679
CG32813,182
CG11448,167
futsch,2456
Gr2a,6
CG14785,2
Lrpprc2,33
CG14787,11
Ns3,48
O-fut2,56
CG14777,366
CG14778,96
CG32808,10
pck,566
CG14780,1
Rab27,53
mei-38,0
rush,326
sta,4188
inc,527
Nmdar2,151
CG14795,39
Mur2B,11
br,156
dor,38
CG3740,199
hfw,266
CG32809,884
CG14797,7
b6,254
CG14798,3
a6,145
CG3795,0
Scgdelta,395
prage,279
Adar,8083
CG32806,2
CG14810,0
CG14811,0
CG14812,510
deltaCOP,578
CG14814,1
MED18,134
Pex5,217
CG14803,4
Pgam5,82
Vps26,432
CG14817,246
CG14805,93
CG14818,623
CG14806,360
trr,75
mRpL16,56
arm,3004
CG32803,82
CG32801,5
Edem1,398
mip130,89
Rbcn-3B,879
eIF2Bepsilon,133
Ocrl,165
CG11596,142
CG3857,28
CG3587,46
Hr4,80
PIG-K,75
east,1418
Actn,1526
usp,352
CG4313,15
CG4325,135
moody,518
Sik2,165
CG4281,183
CG14054,2
CG4199,399
CG4194,6
Rtca,46
CG4045,38
CG4025,324
CG16903,70
Unc-76,3638
csw,1402
ph-d,152
ph-p,170
D2hgdh,360
Pgd,546
bcn92,68
wapl,136
Cyp4d1,4
CG3630,727
ND-B14.5A,956
Cyp4d14,1
Cyp4d2,122
Cyp4ae1,37
pn,256
Nmd3,121
CG17776,140
CG17777,26
CG3457,0
Mct1,95
CG14053,1
FarO,6
SmydA-8,486
Vinc,204
CG14052,1
pcx,420
kz,7
fs(1)K10,114
Or2a,2
crn,60
CG3191,40
CG3091,1114
CG3078,417
temp,332
CG3071,110
CG2924,556
CG2918,385
Vml,0
CG2865,253
Raf,270
CG14050,3
CG2854,0
Ilp6,24
mRpL14,71
CG2841,42
PsGEF,2600
CG12496,0
CG32797,0
gt,6
tko,169
boi,31
z,208
trol,1703
Pdfr,263
Vha36-3,20
CG13759,48
CG13760,427
wds,16
egh,427
Klp3A,16
Zw10,116
Smyd3,45
eIF3g1,877
Tsp3A,96
Seipin,88
brv3,1
PI4KIIIalpha,409
sgg,739
HLH3B,17
CG2652,0
per,315
CG2650,4394
CG2658,223
CG2662,27
Csat,194
eIF2Bbeta,135
CG2680,148
CG2681,40
CG2685,38
CG2694,54
CG2701,86
fs(1)Yb,1
fs(1)Ya,0
vilya,2
dwg,34
ttm50,187
CG2712,6
crm,8
Syx4,42
kirre,653
CG32795,257
w,0
CG12498,0
CG14416,0
CG14417,0
CG14418,0
CG14419,43
CG3526,0
CG3588,116
CG14424,0
CG32793,0
CG3592,0
CG3598,0
CG14420,0
CG14421,0
CG14422,0
CG14423,0
CG17959,0
CG3603,129
rst,195
CG4116,0
N,380
CG18508,90
Fcp3C,2
CG3939,29
dnc,691
CG14265,0
ng2,0
ng3,0
ng1,0
ng4,0
Pig1,1
Sgs4,1
CG10793,0
Myc,601
CG12535,4
CG14269,2
CG16782,15
CG10801,0
CG16781,0
CG12206,28
CG10804,669
CG10802,67
CG14270,77
CG10803,328
Gas8,5
DIP-alpha,190
CG13021,0
ppk8,1
CG2875,56
AstA-R1,355
Ilp7,1
Parg,40
Mnt,292
Rala,1299
Tlk,881
HIP-R,607
Crg-1,126
HIP,248
fd3F,0
ec,24
CG2901,1
yin,79
CG2930,25
VhaAC39-1,2459
CG15239,3
CG42541,498
CG2938,301
CG2941,47
CG32786,0
CG32783,0
Vap33,2304
lva,381
CG6428,32
CG6414,0
CG43689,71
CG6379,162
CG15375,1
Xpac,42
brn,98
cib,1714
Nsun2,85
dgt4,1
Tip60,207
tyf,1116
GlcAT-I,204
Fas2,1121
CG43288,0
CG15571,0
CG15570,0
Femcoat,0
Muc4B,0
CG43134,1
CG43135,0
CG15576,0
CG12691,0
CG15572,0
CG15577,0
CG15578,0
CG12692,0
CG15579,0
mei-9,45
CG2982,124
mRpL33,234
norpA,8039
CG12693,0
CG3626,404
CG12688,0
bi,78
CG3556,221
rb,588
CHOp24,830
CG3568,8
Usf,267
CG15912,50
CG11436,37
CG3527,67
CG11444,612
CG3546,0
CG12684,0
peb,124
CG12184,0
CG12179,7
pon,1
CG3081,2
CG3062,0
HLH4C,12
mRpL30,136
Torsin,127
Cbp80,141
CG15473,6
CG3009,729
fzr,367
Pp2C1,146
ctp,6748
l(1)G0334,4243
CG7024,5
Proc-R,277
CG15472,0
Klf15,0
CG2871,0
CG15471,0
CG6978,0
CG2861,0
CG12682,0
CG42594,188
boil,0
CG6927,0
CG32772,595
CG4041,63
CG6903,190
CG44774,310
Ptp4E,280
CG15468,0
CG12680,0
ovo,287
CG32767,778
rg,0
CG15465,5146
Rpn13R,3
CG5062,0
CG42749,36
CG3323,1
CG17764,1
Cdk7,45
snf,207
TrxT,7
dhd,2
CG4198,0
CG15930,1
Sas10,27
Rnp4F,41
Mcm3,8
CG3309,98
XRCC1,28
CanB,1665
SK,447
NAAT1,281
spoon,1305
Usp16-45,416
CG16756,56
CG15784,760
SPR,625
frma,120
CG32762,0
CG4151,1
CG12730,933
Vsx2,8
Vsx1,90
CG34435,0
CG34434,1
RhoGAP5A,85
Mlc-c,2207
l(1)G0045,6
CG42492,2410
CG42265,502
Sirt4,100
CG4119,49
Rab18,367
RpL35,4186
Tre1,74
Gr5a,1
CG42449,0
PGAP1,129
cv,656
CG3149,101
CG4096,332
CG33080,363
CG32758,1753
CG15773,2
IntS6,207
CG4078,51
CG15772,255
lin-52,84
CG15771,273
MAPk-Ak2,1577
CG42699,333
CG3097,200
CG42264,0
CG3108,1
CG15767,2
CG12239,598
Cpr5C,0
Prosbeta2R1,0
CG44329,0
CG15766,10
CG15765,1358
CG12729,0
CG43136,0
CG43137,0
CG15764,0
GAA1,171
mof,40
Usp30,398
CG16721,2354
Act5C,11644
CG4020,3
CG12236,200
Shmt,1400
CG3726,284
CG12728,386
CG32756,202
CG6041,10
CG32755,5
CG6048,0
CG6067,429
fs(1)M3,0
Grip,65
CG5966,2208
CG4766,313
mab-21,180
rux,101
MCTS1,279
CG5937,54
CG5921,116
CG43115,0
CG5928,6
Tsp5D,3239
CG4666,29
CG4660,167
raptor,492
Mipp2,0
Nep1,227
Ca-alpha1T,1121
CG32750,3
CG32751,0
CG43090,0
vanin-like,0
Btnd,0
Efr,490
sqh,1743
dtn,346
CG14445,68
Rbcn-3A,676
Spx,5
schlank,642
CG3781,109
Spt6,403
CG3566,708
Ubi-p5E,6727
CG11700,14
Top3beta,22
wuho,68
Rpt4,707
mldr,26
CG15892,6
CG15891,212
CG3815,100
CG12219,44
CG3823,119
CG15894,199
CG42240,951
CG3842,455
CG3847,450
ND-B16.6,456
kdn,436
swa,0
Marf,1642
PpV,410
CG33664,0
CG33669,0
CG33668,0
CG42340,739
CG33667,0
CG33666,0
CG33665,0
